student_name,student_id,age,study_hours,attendance,assignment_delay,stress,gpa,internet,part_time_job,family_problems,scholarship,department,semester
Student 2466,STU2466,23,3,80,0,6,2,Yes,Yes,Yes,No,Computer Science,Semester 1
Student 2467,STU2467,19,1,84,1,6,0,Yes,Yes,No,No,Software Engineering,Semester 1
Student 2468,STU2468,21,5,80,2,5,2,Yes,Yes,No,Yes,Engineering,Semester 4
Student 2469,STU2469,22,4,84,2,5,1,Yes,No,No,Yes,Software Engineering,Semester 3
Student 2470,STU2470,20,3,74,2,5,1,Yes,No,No,Yes,Computer Science,Semester 1
Student 2471,STU2471,23,4,60,2,6,2,Yes,No,No,Yes,Data Science,Semester 2
Student 2472,STU2472,26,2,70,2,5,1,No,No,No,Yes,Software Engineering,Semester 2
Student 2473,STU2473,19,5,78,1,5,3,No,Yes,No,No,Data Science,Semester 3
Student 2474,STU2474,18,4,85,3,7,3,Yes,Yes,No,Yes,Engineering,Semester 4
Student 2475,STU2475,21,3,99,1,5,2,Yes,No,No,No,Engineering,Semester 1
Student 2476,STU2476,22,3,77,3,6,2,No,Yes,No,No,Data Science,Semester 4
Student 2477,STU2477,20,4,76,2,10,0,Yes,Yes,Yes,Yes,Data Science,Semester 1
Student 2478,STU2478,24,4,84,5,1,3,Yes,No,No,No,Software Engineering,Semester 4
Student 2479,STU2479,18,1,83,2,3,1,Yes,Yes,No,No,Engineering,Semester 3
Student 2480,STU2480,22,2,84,3,3,1,Yes,Yes,Yes,No,Data Science,Semester 2
Student 2481,STU2481,19,3,80,1,4,0,Yes,No,No,Yes,Business,Semester 4
Student 2482,STU2482,24,3,66,2,8,1,No,No,No,No,Software Engineering,Semester 4
Student 2483,STU2483,25,3,83,1,1,3,No,Yes,No,Yes,Software Engineering,Semester 1
Student 2484,STU2484,19,5,81,4,6,3,Yes,Yes,Yes,No,Business,Semester 4
Student 2485,STU2485,19,3,69,3,2,2,Yes,No,No,Yes,Engineering,Semester 4
Student 2486,STU2486,22,2,86,4,5,0,No,Yes,No,No,Data Science,Semester 3
Student 2487,STU2487,20,3,87,3,6,1,Yes,No,No,No,Data Science,Semester 4
Student 2488,STU2488,20,5,86,2,7,2,No,Yes,No,No,Engineering,Semester 3
Student 2489,STU2489,21,4,78,2,5,3,Yes,Yes,No,Yes,Business,Semester 3
Student 2490,STU2490,17,3,83,2,5,2,Yes,No,No,Yes,Business,Semester 3
Student 2491,STU2491,21,3,74,2,1,2,Yes,No,No,No,Business,Semester 1
Student 2492,STU2492,19,1,70,2,9,0,Yes,Yes,Yes,No,Software Engineering,Semester 3
Student 2493,STU2493,19,3,81,4,6,3,Yes,Yes,No,No,Data Science,Semester 1
Student 2494,STU2494,24,4,70,3,6,3,Yes,Yes,No,Yes,Computer Science,Semester 2
Student 2495,STU2495,18,4,80,1,7,3,Yes,Yes,No,Yes,Software Engineering,Semester 3
Student 2496,STU2496,22,3,81,3,5,2,Yes,No,No,No,Software Engineering,Semester 4
Student 2497,STU2497,20,3,75,2,6,1,Yes,No,No,Yes,Data Science,Semester 3
Student 2498,STU2498,20,5,97,2,6,2,No,No,No,Yes,Engineering,Semester 2
Student 2499,STU2499,22,4,77,2,5,2,No,No,No,No,Data Science,Semester 3
Student 2500,STU2500,21,2,83,0,6,0,Yes,No,No,No,Engineering,Semester 1
Student 2501,STU2501,22,3,80,4,9,2,Yes,No,No,Yes,Data Science,Semester 2
Student 2502,STU2502,23,3,89,3,8,2,Yes,Yes,Yes,Yes,Software Engineering,Semester 2
Student 2503,STU2503,20,3,79,1,8,2,Yes,Yes,Yes,No,Business,Semester 1
Student 2504,STU2504,19,3,71,2,8,0,No,No,No,Yes,Software Engineering,Semester 1
Student 2505,STU2505,18,4,85,1,3,3,Yes,No,No,No,Software Engineering,Semester 4
Student 2506,STU2506,19,3,70,1,4,1,Yes,No,No,Yes,Computer Science,Semester 2
Student 2507,STU2507,27,5,75,1,3,1,No,No,No,Yes,Software Engineering,Semester 3
Student 2508,STU2508,23,4,77,0,10,0,Yes,No,No,No,Software Engineering,Semester 1
Student 2509,STU2509,18,3,78,1,5,0,Yes,Yes,Yes,No,Software Engineering,Semester 4
Student 2510,STU2510,18,3,79,3,3,1,No,No,No,Yes,Computer Science,Semester 1
Student 2511,STU2511,22,3,78,5,3,2,Yes,Yes,No,No,Engineering,Semester 1
Student 2512,STU2512,22,2,83,0,5,1,No,No,No,Yes,Computer Science,Semester 4
Student 2513,STU2513,22,3,76,1,3,2,Yes,Yes,No,No,Business,Semester 2
Student 2514,STU2514,20,4,85,3,8,1,Yes,No,No,Yes,Engineering,Semester 3
Student 2515,STU2515,20,5,75,0,6,1,Yes,No,No,No,Computer Science,Semester 1
Student 2516,STU2516,21,4,71,2,6,1,No,No,No,No,Business,Semester 2
Student 2517,STU2517,21,8,72,1,3,3,Yes,No,No,No,Business,Semester 4
Student 2518,STU2518,17,4,78,3,3,3,Yes,No,No,No,Data Science,Semester 4
Student 2519,STU2519,20,1,89,4,6,1,Yes,No,Yes,No,Data Science,Semester 4
Student 2520,STU2520,19,4,81,0,5,2,Yes,No,No,No,Software Engineering,Semester 2
Student 2521,STU2521,21,5,78,1,3,2,Yes,Yes,No,Yes,Engineering,Semester 3
Student 2522,STU2522,27,3,81,3,5,2,Yes,No,Yes,Yes,Computer Science,Semester 2
Student 2523,STU2523,21,4,72,1,5,1,Yes,No,Yes,No,Software Engineering,Semester 2
Student 2524,STU2524,20,1,68,3,6,2,Yes,No,No,No,Engineering,Semester 4
Student 2525,STU2525,23,3,74,0,9,1,Yes,Yes,No,Yes,Data Science,Semester 1
Student 2526,STU2526,22,2,73,4,1,2,Yes,No,Yes,No,Computer Science,Semester 1
Student 2527,STU2527,21,3,100,1,6,4,Yes,Yes,No,No,Business,Semester 4
Student 2528,STU2528,22,3,97,1,4,3,No,Yes,No,No,Business,Semester 1
Student 2529,STU2529,25,5,97,2,6,2,Yes,No,No,Yes,Software Engineering,Semester 4
Student 2530,STU2530,18,5,72,0,5,0,No,Yes,No,Yes,Software Engineering,Semester 2
Student 2531,STU2531,22,3,96,2,6,3,Yes,Yes,Yes,No,Computer Science,Semester 4
Student 2532,STU2532,19,3,76,3,3,3,Yes,No,No,Yes,Business,Semester 3
Student 2533,STU2533,22,5,95,2,7,2,Yes,Yes,No,No,Software Engineering,Semester 3
Student 2534,STU2534,19,4,85,1,5,2,Yes,Yes,No,No,Business,Semester 3
Student 2535,STU2535,20,4,74,1,8,2,Yes,Yes,No,No,Data Science,Semester 2
Student 2536,STU2536,20,5,95,2,8,3,Yes,No,No,No,Software Engineering,Semester 1
Student 2537,STU2537,23,3,94,2,5,3,Yes,No,No,No,Engineering,Semester 2
Student 2538,STU2538,23,5,73,0,7,3,Yes,No,No,Yes,Software Engineering,Semester 1
Student 2539,STU2539,18,3,84,4,7,3,Yes,Yes,No,No,Data Science,Semester 2
Student 2540,STU2540,21,1,66,0,7,0,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 2541,STU2541,19,2,78,1,7,2,Yes,Yes,No,No,Business,Semester 3
Student 2542,STU2542,18,2,78,4,3,2,Yes,No,Yes,Yes,Computer Science,Semester 2
Student 2543,STU2543,20,5,78,3,6,1,Yes,No,No,Yes,Software Engineering,Semester 3
Student 2544,STU2544,20,3,94,1,3,3,Yes,Yes,No,Yes,Engineering,Semester 2
Student 2545,STU2545,26,3,71,2,4,2,Yes,Yes,No,No,Computer Science,Semester 4
Student 2546,STU2546,22,4,65,3,5,3,Yes,Yes,No,Yes,Engineering,Semester 3
Student 2547,STU2547,18,2,88,1,6,2,Yes,No,No,No,Software Engineering,Semester 4
Student 2548,STU2548,19,3,71,2,5,1,Yes,No,No,No,Engineering,Semester 2
Student 2549,STU2549,23,4,74,2,5,1,Yes,No,No,Yes,Engineering,Semester 2
Student 2550,STU2550,25,3,90,3,7,2,Yes,No,No,No,Data Science,Semester 4
Student 2551,STU2551,17,4,92,3,7,3,Yes,No,No,Yes,Computer Science,Semester 1
Student 2552,STU2552,17,4,78,0,6,1,Yes,Yes,No,No,Software Engineering,Semester 1
Student 2553,STU2553,25,2,88,1,6,0,Yes,Yes,No,Yes,Data Science,Semester 1
Student 2554,STU2554,21,1,94,3,6,0,No,No,No,Yes,Engineering,Semester 2
Student 2555,STU2555,19,4,78,2,9,0,Yes,No,No,Yes,Data Science,Semester 1
Student 2556,STU2556,22,1,88,1,5,3,No,No,No,No,Data Science,Semester 1
Student 2557,STU2557,17,4,78,5,4,3,Yes,No,Yes,No,Engineering,Semester 2
Student 2558,STU2558,21,4,71,2,5,1,Yes,No,No,No,Software Engineering,Semester 2
Student 2559,STU2559,21,5,82,1,3,3,Yes,No,No,Yes,Business,Semester 1
Student 2560,STU2560,23,3,80,1,4,0,Yes,No,No,No,Data Science,Semester 1
Student 2561,STU2561,18,6,74,1,6,0,Yes,No,No,Yes,Computer Science,Semester 4
Student 2562,STU2562,21,2,79,0,4,0,Yes,Yes,No,No,Engineering,Semester 2
Student 2563,STU2563,19,5,80,3,5,0,Yes,No,No,No,Business,Semester 2
Student 2564,STU2564,21,3,84,0,5,3,Yes,No,No,No,Data Science,Semester 4
Student 2565,STU2565,19,4,90,2,4,3,Yes,No,No,No,Engineering,Semester 3
Student 2566,STU2566,20,4,90,1,3,2,Yes,No,No,Yes,Engineering,Semester 3
Student 2567,STU2567,18,5,81,6,7,3,Yes,No,Yes,Yes,Data Science,Semester 2
Student 2568,STU2568,22,2,77,2,8,2,Yes,Yes,Yes,Yes,Computer Science,Semester 2
Student 2569,STU2569,22,6,92,0,7,3,Yes,No,Yes,Yes,Engineering,Semester 1
Student 2570,STU2570,20,1,81,3,7,0,No,Yes,No,No,Engineering,Semester 3
Student 2571,STU2571,21,3,77,2,4,2,Yes,No,Yes,Yes,Data Science,Semester 1
Student 2572,STU2572,17,4,83,0,5,3,No,No,No,No,Business,Semester 3
Student 2573,STU2573,20,5,67,1,4,3,Yes,Yes,No,No,Engineering,Semester 4
Student 2574,STU2574,20,2,78,0,5,2,Yes,Yes,No,Yes,Engineering,Semester 1
Student 2575,STU2575,26,1,77,2,5,0,Yes,No,Yes,Yes,Data Science,Semester 4
Student 2576,STU2576,18,5,75,1,3,2,Yes,Yes,No,Yes,Engineering,Semester 4
Student 2577,STU2577,24,4,85,1,5,3,No,Yes,No,Yes,Data Science,Semester 3
Student 2578,STU2578,23,1,90,1,4,1,Yes,No,No,No,Computer Science,Semester 2
Student 2579,STU2579,21,3,95,1,6,1,Yes,No,No,No,Data Science,Semester 2
Student 2580,STU2580,24,3,78,2,5,2,Yes,Yes,No,No,Business,Semester 4
Student 2581,STU2581,21,5,79,2,6,2,Yes,No,No,No,Engineering,Semester 2
Student 2582,STU2582,21,3,76,1,6,2,No,No,No,Yes,Computer Science,Semester 1
Student 2583,STU2583,20,3,86,2,3,1,Yes,No,Yes,Yes,Engineering,Semester 3
Student 2584,STU2584,23,3,67,2,4,3,Yes,No,No,No,Engineering,Semester 1
Student 2585,STU2585,23,6,78,2,4,0,Yes,Yes,No,Yes,Data Science,Semester 2
Student 2586,STU2586,19,5,84,1,7,0,Yes,Yes,No,Yes,Engineering,Semester 4
Student 2587,STU2587,18,4,77,1,8,0,Yes,Yes,No,No,Computer Science,Semester 3
Student 2588,STU2588,20,4,78,0,5,1,Yes,No,No,No,Software Engineering,Semester 4
Student 2589,STU2589,19,4,89,0,6,3,Yes,No,Yes,No,Engineering,Semester 3
Student 2590,STU2590,20,2,81,1,2,4,Yes,No,No,Yes,Data Science,Semester 1
Student 2591,STU2591,23,5,91,4,6,1,Yes,No,No,No,Business,Semester 2
Student 2592,STU2592,20,3,95,3,5,2,Yes,No,No,Yes,Engineering,Semester 1
Student 2593,STU2593,20,4,71,3,5,1,Yes,No,No,No,Data Science,Semester 4
Student 2594,STU2594,21,3,79,4,5,1,Yes,No,Yes,Yes,Engineering,Semester 1
Student 2595,STU2595,22,4,94,1,4,3,Yes,Yes,No,Yes,Software Engineering,Semester 2
Student 2596,STU2596,17,5,61,3,3,1,Yes,Yes,Yes,No,Software Engineering,Semester 2
Student 2597,STU2597,19,5,69,3,5,2,Yes,No,No,No,Computer Science,Semester 1
Student 2598,STU2598,21,2,88,2,4,4,Yes,No,No,No,Software Engineering,Semester 3
Student 2599,STU2599,23,5,100,0,7,3,Yes,No,No,Yes,Data Science,Semester 2
Student 2600,STU2600,19,0,87,2,6,0,Yes,No,No,No,Software Engineering,Semester 2
Student 2601,STU2601,17,4,83,0,5,1,Yes,Yes,No,No,Data Science,Semester 2
Student 2602,STU2602,22,3,78,0,6,3,Yes,No,No,No,Engineering,Semester 2
Student 2603,STU2603,19,2,86,3,8,1,Yes,No,Yes,Yes,Computer Science,Semester 3
Student 2604,STU2604,18,2,91,1,3,2,Yes,No,No,Yes,Computer Science,Semester 3
Student 2605,STU2605,19,5,88,3,4,2,Yes,No,No,No,Software Engineering,Semester 4
Student 2606,STU2606,20,4,82,0,9,1,Yes,No,No,No,Business,Semester 4
Student 2607,STU2607,19,4,90,1,4,3,Yes,No,No,No,Software Engineering,Semester 4
Student 2608,STU2608,17,5,84,3,6,1,Yes,No,No,Yes,Business,Semester 1
Student 2609,STU2609,23,3,86,3,7,1,Yes,No,No,No,Software Engineering,Semester 1
Student 2610,STU2610,23,4,89,1,5,0,Yes,No,Yes,No,Data Science,Semester 4
Student 2611,STU2611,22,3,74,1,6,1,Yes,Yes,No,Yes,Data Science,Semester 2
Student 2612,STU2612,18,0,81,2,5,2,Yes,Yes,No,No,Business,Semester 4
Student 2613,STU2613,20,6,82,1,8,2,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 2614,STU2614,21,0,72,4,4,0,Yes,Yes,Yes,Yes,Business,Semester 3
Student 2615,STU2615,22,3,73,3,3,1,Yes,No,No,No,Engineering,Semester 2
Student 2616,STU2616,22,4,77,2,5,2,Yes,No,Yes,No,Computer Science,Semester 2
Student 2617,STU2617,19,0,90,0,6,0,Yes,Yes,No,No,Business,Semester 2
Student 2618,STU2618,21,3,80,1,5,1,Yes,Yes,Yes,Yes,Engineering,Semester 1
Student 2619,STU2619,22,3,83,3,5,3,Yes,Yes,No,Yes,Engineering,Semester 2
Student 2620,STU2620,24,5,84,2,4,3,Yes,No,Yes,No,Software Engineering,Semester 2
Student 2621,STU2621,22,4,87,2,4,2,Yes,No,No,Yes,Business,Semester 3
Student 2622,STU2622,22,2,86,2,4,2,No,No,No,No,Data Science,Semester 2
Student 2623,STU2623,21,3,82,1,6,0,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 2624,STU2624,24,2,80,0,5,3,No,Yes,Yes,No,Computer Science,Semester 2
Student 2625,STU2625,21,1,90,5,2,3,Yes,Yes,Yes,No,Data Science,Semester 1
Student 2626,STU2626,19,3,78,0,4,1,No,Yes,No,Yes,Engineering,Semester 3
Student 2627,STU2627,24,5,92,2,5,2,Yes,No,No,No,Computer Science,Semester 3
Student 2628,STU2628,22,4,77,2,5,2,Yes,No,No,Yes,Software Engineering,Semester 2
Student 2629,STU2629,20,4,79,1,6,2,Yes,No,No,Yes,Engineering,Semester 4
Student 2630,STU2630,19,2,87,1,8,2,Yes,No,Yes,No,Engineering,Semester 3
Student 2631,STU2631,21,1,100,3,3,1,Yes,No,No,No,Engineering,Semester 2
Student 2632,STU2632,22,4,66,0,6,1,Yes,Yes,No,Yes,Data Science,Semester 3
Student 2633,STU2633,21,5,88,3,6,3,Yes,Yes,No,No,Software Engineering,Semester 3
Student 2634,STU2634,21,4,85,2,6,1,Yes,No,No,Yes,Software Engineering,Semester 1
Student 2635,STU2635,24,4,78,1,5,0,Yes,No,No,Yes,Data Science,Semester 4
Student 2636,STU2636,23,3,84,0,4,3,Yes,Yes,No,No,Software Engineering,Semester 1
Student 2637,STU2637,21,4,72,2,5,1,No,No,No,No,Engineering,Semester 2
Student 2638,STU2638,23,3,75,1,2,3,Yes,No,Yes,No,Engineering,Semester 2
Student 2639,STU2639,18,4,85,2,3,4,No,No,No,No,Engineering,Semester 1
Student 2640,STU2640,21,3,73,1,3,2,Yes,No,Yes,No,Software Engineering,Semester 4
Student 2641,STU2641,25,4,83,1,6,1,Yes,No,No,No,Business,Semester 4
Student 2642,STU2642,20,5,76,2,6,2,Yes,No,No,Yes,Computer Science,Semester 4
Student 2643,STU2643,19,3,78,2,3,3,Yes,No,Yes,No,Business,Semester 3
Student 2644,STU2644,19,4,90,1,3,2,Yes,No,Yes,No,Data Science,Semester 2
Student 2645,STU2645,18,3,72,1,2,1,Yes,Yes,No,No,Business,Semester 3
Student 2646,STU2646,19,6,81,0,7,0,Yes,No,Yes,No,Business,Semester 1
Student 2647,STU2647,20,5,85,1,7,2,No,Yes,No,Yes,Data Science,Semester 4
Student 2648,STU2648,17,4,84,4,6,2,Yes,Yes,Yes,Yes,Business,Semester 3
Student 2649,STU2649,21,3,77,1,8,2,Yes,No,No,No,Computer Science,Semester 4
Student 2650,STU2650,23,4,84,3,8,1,Yes,No,No,Yes,Software Engineering,Semester 3
Student 2651,STU2651,19,2,73,1,3,1,Yes,No,Yes,No,Data Science,Semester 2
Student 2652,STU2652,24,4,78,2,4,2,Yes,Yes,No,No,Business,Semester 4
Student 2653,STU2653,22,1,94,0,6,2,Yes,Yes,No,No,Engineering,Semester 3
Student 2654,STU2654,23,2,87,2,1,3,Yes,No,No,No,Engineering,Semester 1
Student 2655,STU2655,19,4,82,3,5,1,Yes,Yes,No,Yes,Data Science,Semester 3
Student 2656,STU2656,22,5,85,3,7,1,Yes,Yes,Yes,No,Engineering,Semester 1
Student 2657,STU2657,18,4,75,1,4,2,Yes,No,Yes,No,Computer Science,Semester 1
Student 2658,STU2658,23,3,84,2,6,3,No,Yes,No,No,Business,Semester 4
Student 2659,STU2659,21,2,78,1,1,3,Yes,No,Yes,Yes,Computer Science,Semester 2
Student 2660,STU2660,22,3,77,1,6,1,Yes,No,No,Yes,Computer Science,Semester 1
Student 2661,STU2661,18,1,81,2,4,3,Yes,Yes,No,No,Software Engineering,Semester 1
Student 2662,STU2662,19,3,77,1,5,2,No,No,No,Yes,Business,Semester 2
Student 2663,STU2663,22,6,83,1,3,3,Yes,No,No,Yes,Data Science,Semester 2
Student 2664,STU2664,18,4,85,1,8,0,Yes,No,No,Yes,Engineering,Semester 2
Student 2665,STU2665,22,4,79,3,5,3,Yes,No,No,No,Software Engineering,Semester 1
Student 2666,STU2666,18,1,59,4,5,1,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 2667,STU2667,22,5,75,1,9,2,Yes,No,No,No,Engineering,Semester 1
Student 2668,STU2668,18,5,73,3,3,0,Yes,No,No,No,Business,Semester 1
Student 2669,STU2669,22,4,85,1,5,2,Yes,Yes,Yes,Yes,Computer Science,Semester 1
Student 2670,STU2670,22,4,76,2,4,1,Yes,Yes,No,No,Computer Science,Semester 2
Student 2671,STU2671,19,3,78,1,4,0,Yes,Yes,No,Yes,Business,Semester 1
Student 2672,STU2672,22,3,88,0,6,2,Yes,Yes,No,No,Data Science,Semester 4
Student 2673,STU2673,21,7,75,1,5,3,Yes,No,Yes,No,Software Engineering,Semester 1
Student 2674,STU2674,19,4,83,1,5,3,Yes,Yes,No,Yes,Business,Semester 2
Student 2675,STU2675,18,6,77,0,8,1,No,Yes,No,Yes,Engineering,Semester 2
Student 2676,STU2676,17,6,78,3,5,1,Yes,No,No,No,Engineering,Semester 1
Student 2677,STU2677,21,4,72,1,2,3,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 2678,STU2678,17,3,77,1,5,2,Yes,No,Yes,No,Software Engineering,Semester 1
Student 2679,STU2679,21,4,71,2,5,2,Yes,No,No,No,Data Science,Semester 4
Student 2680,STU2680,20,4,74,1,3,2,Yes,Yes,No,No,Data Science,Semester 2
Student 2681,STU2681,22,4,76,2,8,2,Yes,No,No,No,Engineering,Semester 4
Student 2682,STU2682,20,3,99,3,6,3,Yes,No,Yes,No,Data Science,Semester 2
Student 2683,STU2683,20,3,84,3,3,1,Yes,No,No,Yes,Engineering,Semester 3
Student 2684,STU2684,22,4,84,0,4,2,Yes,Yes,Yes,Yes,Software Engineering,Semester 2
Student 2685,STU2685,21,4,77,0,4,1,Yes,No,No,No,Computer Science,Semester 1
Student 2686,STU2686,21,3,90,2,4,2,Yes,No,No,No,Engineering,Semester 2
Student 2687,STU2687,22,5,91,0,3,2,Yes,No,No,Yes,Software Engineering,Semester 2
Student 2688,STU2688,17,3,77,2,4,1,Yes,Yes,Yes,Yes,Engineering,Semester 3
Student 2689,STU2689,22,4,90,0,5,2,Yes,No,Yes,Yes,Business,Semester 3
Student 2690,STU2690,22,2,92,4,7,0,Yes,No,No,No,Engineering,Semester 4
Student 2691,STU2691,18,3,65,1,6,0,Yes,No,No,No,Software Engineering,Semester 4
Student 2692,STU2692,20,3,88,2,6,0,Yes,No,No,No,Data Science,Semester 1
Student 2693,STU2693,20,0,75,2,6,1,Yes,No,No,No,Engineering,Semester 4
Student 2694,STU2694,20,4,92,1,4,3,Yes,No,No,No,Computer Science,Semester 4
Student 2695,STU2695,21,5,75,1,7,3,No,No,No,No,Software Engineering,Semester 3
Student 2696,STU2696,24,6,86,4,4,3,Yes,No,No,Yes,Data Science,Semester 1
Student 2697,STU2697,23,2,67,3,4,0,Yes,Yes,Yes,Yes,Software Engineering,Semester 1
Student 2698,STU2698,18,3,90,0,6,2,Yes,No,No,No,Engineering,Semester 4
Student 2699,STU2699,22,4,82,1,10,0,Yes,No,No,Yes,Business,Semester 1
Student 2700,STU2700,23,3,92,1,4,2,Yes,Yes,No,Yes,Business,Semester 1
Student 2701,STU2701,21,3,76,1,2,1,Yes,No,Yes,No,Computer Science,Semester 3
Student 2702,STU2702,23,2,83,0,6,2,No,Yes,No,No,Computer Science,Semester 4
Student 2703,STU2703,25,4,94,3,6,2,Yes,No,No,No,Data Science,Semester 1
Student 2704,STU2704,23,5,81,2,4,4,Yes,No,No,Yes,Business,Semester 4
Student 2705,STU2705,21,4,85,0,4,3,Yes,Yes,No,Yes,Engineering,Semester 4
Student 2706,STU2706,23,3,87,1,3,3,Yes,No,No,No,Software Engineering,Semester 1
Student 2707,STU2707,21,4,69,0,6,3,Yes,Yes,No,No,Software Engineering,Semester 2
Student 2708,STU2708,21,4,77,1,9,0,Yes,No,No,No,Business,Semester 1
Student 2709,STU2709,20,4,91,2,8,2,Yes,No,Yes,Yes,Business,Semester 2
Student 2710,STU2710,24,2,65,2,6,0,Yes,Yes,Yes,Yes,Software Engineering,Semester 3
Student 2711,STU2711,19,4,90,3,4,1,Yes,Yes,Yes,No,Data Science,Semester 4
Student 2712,STU2712,24,3,77,2,6,0,Yes,Yes,No,Yes,Software Engineering,Semester 2
Student 2713,STU2713,22,3,98,1,4,3,Yes,No,No,Yes,Computer Science,Semester 4
Student 2714,STU2714,17,2,85,2,4,1,Yes,No,No,Yes,Engineering,Semester 3
Student 2715,STU2715,21,3,75,4,5,0,Yes,Yes,Yes,No,Business,Semester 3
Student 2716,STU2716,17,3,89,1,7,3,Yes,Yes,Yes,No,Business,Semester 2
Student 2717,STU2717,22,3,93,2,5,3,Yes,Yes,Yes,Yes,Data Science,Semester 3
Student 2718,STU2718,22,2,86,1,5,2,No,No,Yes,No,Computer Science,Semester 4
Student 2719,STU2719,19,5,78,2,5,3,Yes,No,Yes,Yes,Software Engineering,Semester 3
Student 2720,STU2720,21,3,93,2,6,3,Yes,Yes,No,No,Computer Science,Semester 3
Student 2721,STU2721,25,3,74,1,7,2,No,No,No,No,Computer Science,Semester 2
Student 2722,STU2722,19,1,90,2,3,2,Yes,Yes,No,No,Data Science,Semester 3
Student 2723,STU2723,18,6,62,1,5,2,Yes,No,No,Yes,Data Science,Semester 1
Student 2724,STU2724,24,1,82,5,7,2,Yes,No,No,No,Software Engineering,Semester 4
Student 2725,STU2725,25,4,77,2,4,4,Yes,No,No,No,Software Engineering,Semester 2
Student 2726,STU2726,21,4,71,4,8,1,Yes,No,No,No,Engineering,Semester 1
Student 2727,STU2727,23,3,92,1,6,3,Yes,No,No,No,Computer Science,Semester 2
Student 2728,STU2728,24,4,64,2,8,0,Yes,No,Yes,No,Software Engineering,Semester 1
Student 2729,STU2729,19,4,93,2,4,1,Yes,No,Yes,Yes,Data Science,Semester 3
Student 2730,STU2730,19,5,69,2,6,2,Yes,Yes,Yes,Yes,Engineering,Semester 1
Student 2731,STU2731,23,4,90,1,6,1,Yes,Yes,No,Yes,Engineering,Semester 1
Student 2732,STU2732,24,3,75,1,7,0,Yes,Yes,Yes,No,Data Science,Semester 1
Student 2733,STU2733,22,3,66,2,6,0,Yes,No,No,No,Software Engineering,Semester 4
Student 2734,STU2734,19,6,78,3,7,2,No,Yes,Yes,No,Data Science,Semester 2
Student 2735,STU2735,25,5,86,1,4,1,No,Yes,No,No,Software Engineering,Semester 3
Student 2736,STU2736,19,3,74,2,5,1,Yes,No,Yes,No,Data Science,Semester 3
Student 2737,STU2737,20,4,84,0,2,2,No,Yes,No,Yes,Data Science,Semester 4
Student 2738,STU2738,21,4,87,0,5,2,Yes,No,Yes,Yes,Business,Semester 4
Student 2739,STU2739,24,3,93,3,4,2,No,No,Yes,No,Software Engineering,Semester 4
Student 2740,STU2740,22,6,82,0,6,1,Yes,No,No,Yes,Computer Science,Semester 1
Student 2741,STU2741,21,3,91,0,7,2,Yes,No,No,No,Business,Semester 4
Student 2742,STU2742,22,3,88,1,6,1,Yes,No,Yes,Yes,Business,Semester 4
Student 2743,STU2743,21,5,81,1,6,1,Yes,No,No,No,Business,Semester 1
Student 2744,STU2744,22,2,91,1,5,2,Yes,Yes,No,No,Business,Semester 2
Student 2745,STU2745,17,3,89,1,5,1,Yes,No,No,Yes,Computer Science,Semester 4
Student 2746,STU2746,20,5,80,0,3,3,Yes,Yes,No,No,Business,Semester 4
Student 2747,STU2747,21,3,87,4,2,2,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 2748,STU2748,18,2,84,1,2,3,Yes,No,Yes,No,Computer Science,Semester 1
Student 2749,STU2749,21,4,86,6,4,1,Yes,Yes,No,Yes,Business,Semester 1
Student 2750,STU2750,20,4,97,2,7,2,Yes,No,No,No,Engineering,Semester 2
Student 2751,STU2751,24,4,60,0,5,3,Yes,Yes,No,Yes,Computer Science,Semester 4
Student 2752,STU2752,24,5,84,0,4,1,Yes,Yes,No,No,Business,Semester 4
Student 2753,STU2753,20,4,82,2,4,4,Yes,Yes,No,No,Data Science,Semester 1
Student 2754,STU2754,20,4,73,2,5,1,Yes,Yes,No,No,Data Science,Semester 1
Student 2755,STU2755,20,5,78,1,5,3,No,No,No,No,Software Engineering,Semester 4
Student 2756,STU2756,20,4,77,1,5,2,Yes,No,No,Yes,Computer Science,Semester 4
Student 2757,STU2757,21,2,81,1,6,1,Yes,No,No,No,Computer Science,Semester 4
Student 2758,STU2758,19,6,85,1,8,2,No,No,No,No,Data Science,Semester 1
Student 2759,STU2759,18,5,78,2,5,3,Yes,Yes,Yes,No,Computer Science,Semester 2
Student 2760,STU2760,22,2,60,1,2,0,Yes,Yes,No,No,Computer Science,Semester 2
Student 2761,STU2761,22,3,74,4,5,0,Yes,Yes,No,Yes,Data Science,Semester 4
Student 2762,STU2762,19,2,93,1,8,2,Yes,No,No,No,Business,Semester 3
Student 2763,STU2763,23,2,94,1,6,3,Yes,No,No,Yes,Data Science,Semester 2
Student 2764,STU2764,19,5,78,0,5,2,Yes,No,No,No,Engineering,Semester 3
Student 2765,STU2765,21,4,96,2,6,1,Yes,No,No,No,Data Science,Semester 3
Student 2766,STU2766,22,3,79,1,2,1,No,No,No,Yes,Data Science,Semester 4
Student 2767,STU2767,20,4,69,3,1,3,Yes,No,Yes,No,Business,Semester 1
