student_name,student_id,age,study_hours,attendance,assignment_delay,stress,gpa,internet,part_time_job,family_problems,scholarship,department,semester
Student 5663,STU5663,21,4,73,0,60,2.55,Yes,No,No,Yes,Engineering,Semester 4
Student 7170,STU7170,21,4,84,4,78,2.13,Yes,Yes,No,Yes,Data Science,Semester 4
Student 8337,STU8337,18,4,79,1,28,3.04,No,No,No,No,Data Science,Semester 3
Student 2148,STU2148,19,4,90,1,61,2.72,Yes,Yes,No,Yes,Data Science,Semester 4
Student 7969,STU7969,20,4,72,7,37,3.2,Yes,No,No,No,Computer Science,Semester 2
Student 6551,STU6551,21,4,58,5,65,2.62,Yes,Yes,No,No,Data Science,Semester 2
Student 7643,STU7643,20,4,81,6,67,3.57,Yes,Yes,No,No,Data Science,Semester 3
Student 6164,STU6164,17,4,87,2,47,2.98,Yes,No,No,No,Software Engineering,Semester 3
Student 1495,STU1495,24,4,60,3,56,2.62,Yes,No,No,Yes,Engineering,Semester 1
Student 7696,STU7696,24,4,61,7,93,2.69,Yes,No,Yes,Yes,Engineering,Semester 1
Student 7094,STU7094,23,4,55,2,39,2.89,Yes,Yes,No,No,Computer Science,Semester 3
Student 1409,STU1409,20,4,92,3,57,3.62,Yes,No,No,No,Computer Science,Semester 4
Student 6691,STU6691,22,4,89,3,60,2.74,Yes,No,No,Yes,Data Science,Semester 4
Student 3401,STU3401,22,4,77,3,81,2.28,Yes,No,No,Yes,Engineering,Semester 1
Student 109,STU0109,21,4,70,5,39,3.78,Yes,Yes,No,No,Engineering,Semester 3
Student 5636,STU5636,22,4,88,3,42,2.19,Yes,Yes,No,No,Software Engineering,Semester 2
Student 8482,STU8482,20,4,88,3,69,4.0,Yes,No,No,Yes,Computer Science,Semester 4
Student 6604,STU6604,21,4,85,4,24,2.17,Yes,No,No,Yes,Business,Semester 1
Student 1091,STU1091,20,4,97,4,79,2.82,No,No,No,Yes,Software Engineering,Semester 3
Student 5560,STU5560,22,4,85,3,92,2.8,Yes,No,No,No,Business,Semester 1
Student 9412,STU9412,19,4,65,5,62,3.39,Yes,Yes,No,No,Business,Semester 4
Student 8143,STU8143,17,4,62,0,55,3.31,Yes,No,No,No,Software Engineering,Semester 2
Student 8664,STU8664,24,4,78,0,22,3.88,Yes,No,No,No,Business,Semester 1
Student 6596,STU6596,23,4,77,7,80,2.32,Yes,Yes,Yes,Yes,Data Science,Semester 4
Student 624,STU0624,24,4,86,1,73,2.22,Yes,No,No,Yes,Computer Science,Semester 4
Student 6871,STU6871,21,4,69,3,55,3.47,Yes,No,No,No,Business,Semester 1
Student 4814,STU4814,19,4,82,0,64,4.0,Yes,Yes,No,No,Business,Semester 2
Student 6553,STU6553,21,4,74,1,48,3.55,Yes,Yes,Yes,No,Software Engineering,Semester 3
Student 7530,STU7530,17,4,68,7,45,3.33,Yes,No,No,Yes,Data Science,Semester 3
Student 5796,STU5796,20,4,80,6,27,3.53,Yes,Yes,No,No,Computer Science,Semester 2
Student 7437,STU7437,19,4,91,0,92,2.39,Yes,No,No,No,Computer Science,Semester 1
Student 4218,STU4218,19,4,56,7,41,2.9,Yes,Yes,Yes,Yes,Business,Semester 3
Student 5941,STU5941,18,4,88,1,88,3.01,Yes,No,No,No,Engineering,Semester 4
Student 8501,STU8501,26,4,88,2,63,2.95,Yes,No,No,No,Data Science,Semester 2
Student 6429,STU6429,24,4,88,7,60,3.24,Yes,No,Yes,Yes,Software Engineering,Semester 2
Student 6827,STU6827,17,4,63,7,55,2.99,Yes,No,Yes,No,Software Engineering,Semester 4
Student 4131,STU4131,20,4,98,0,49,2.8,Yes,Yes,No,No,Business,Semester 3
Student 7802,STU7802,19,4,57,3,68,2.48,Yes,No,No,Yes,Data Science,Semester 1
Student 7754,STU7754,19,4,84,6,36,2.94,Yes,No,No,No,Computer Science,Semester 2
Student 4722,STU4722,22,4,73,3,49,2.42,Yes,Yes,Yes,Yes,Business,Semester 1
Student 1651,STU1651,22,4,85,4,92,2.96,Yes,No,Yes,No,Business,Semester 4
Student 4141,STU4141,22,4,70,2,23,3.15,Yes,Yes,No,Yes,Engineering,Semester 2
Student 1618,STU1618,19,4,97,2,54,2.7,Yes,Yes,Yes,Yes,Business,Semester 4
Student 2030,STU2030,19,4,78,0,36,3.34,Yes,Yes,No,No,Computer Science,Semester 2
Student 8518,STU8518,23,4,69,1,26,3.46,No,No,No,Yes,Data Science,Semester 1
Student 4576,STU4576,20,4,76,6,81,2.77,Yes,Yes,No,No,Data Science,Semester 1
Student 3993,STU3993,17,4,86,5,77,2.83,Yes,Yes,Yes,No,Computer Science,Semester 3
Student 7377,STU7377,22,4,65,6,63,3.33,Yes,No,Yes,Yes,Data Science,Semester 1
Student 6150,STU6150,21,4,83,6,77,2.55,No,No,No,Yes,Business,Semester 2
Student 4909,STU4909,21,4,96,4,72,2.5,Yes,Yes,No,No,Data Science,Semester 1
Student 5027,STU5027,18,4,78,7,91,2.84,Yes,Yes,No,Yes,Computer Science,Semester 1
Student 8261,STU8261,19,4,73,2,28,2.99,Yes,No,No,Yes,Engineering,Semester 4
Student 4732,STU4732,20,4,59,7,25,2.75,Yes,Yes,Yes,Yes,Business,Semester 1
Student 7549,STU7549,22,4,95,2,38,3.26,Yes,No,No,No,Computer Science,Semester 1
Student 8135,STU8135,17,4,92,5,39,2.39,Yes,No,No,No,Business,Semester 4
Student 1607,STU1607,21,4,55,3,83,3.2,Yes,No,No,Yes,Software Engineering,Semester 4
Student 4774,STU4774,21,4,84,5,46,2.76,Yes,No,Yes,Yes,Business,Semester 4
Student 8110,STU8110,21,4,66,3,26,3.72,Yes,Yes,Yes,Yes,Engineering,Semester 2
Student 6952,STU6952,23,4,58,7,43,3.41,Yes,Yes,No,No,Engineering,Semester 4
Student 6005,STU6005,20,4,69,1,27,3.06,Yes,No,No,No,Engineering,Semester 1
Student 7729,STU7729,21,4,71,0,86,2.98,No,No,Yes,No,Data Science,Semester 2
Student 3542,STU3542,24,4,66,1,30,2.77,Yes,No,No,Yes,Business,Semester 1
Student 389,STU0389,23,4,55,0,85,2.0,Yes,No,No,Yes,Software Engineering,Semester 1
Student 1795,STU1795,21,4,67,4,20,3.05,Yes,No,No,Yes,Computer Science,Semester 2
Student 8732,STU8732,20,4,84,7,26,3.51,Yes,No,Yes,No,Software Engineering,Semester 4
Student 4920,STU4920,23,4,64,5,43,2.58,Yes,No,No,No,Engineering,Semester 1
Student 5538,STU5538,20,4,90,2,31,2.63,No,No,No,Yes,Engineering,Semester 2
Student 3873,STU3873,18,4,60,6,82,3.05,Yes,No,No,No,Computer Science,Semester 3
Student 8869,STU8869,21,4,63,1,91,2.43,Yes,Yes,No,No,Data Science,Semester 3
Student 2255,STU2255,18,4,56,6,32,2.67,No,No,Yes,Yes,Computer Science,Semester 1
Student 3413,STU3413,25,4,60,0,89,2.8,Yes,Yes,No,Yes,Data Science,Semester 2
Student 5460,STU5460,20,4,65,5,43,3.06,No,No,No,Yes,Software Engineering,Semester 1
Student 4956,STU4956,17,4,80,4,57,3.93,Yes,No,No,No,Business,Semester 4
Student 7397,STU7397,24,4,82,7,90,2.98,Yes,No,Yes,No,Data Science,Semester 3
Student 5415,STU5415,19,4,67,1,29,3.17,Yes,No,No,Yes,Business,Semester 2
Student 7400,STU7400,24,4,92,6,49,2.97,Yes,No,No,No,Computer Science,Semester 1
Student 7415,STU7415,26,4,66,2,46,3.13,Yes,Yes,No,No,Computer Science,Semester 2
Student 9101,STU9101,20,4,73,4,49,3.07,Yes,No,No,Yes,Computer Science,Semester 2
Student 4852,STU4852,26,4,72,3,21,3.44,Yes,No,No,No,Computer Science,Semester 4
Student 2026,STU2026,21,4,73,2,27,3.76,Yes,Yes,Yes,No,Software Engineering,Semester 2
Student 2616,STU2616,22,4,82,6,36,2.93,Yes,No,Yes,No,Computer Science,Semester 2
Student 7389,STU7389,22,4,66,3,67,2.84,Yes,No,No,Yes,Business,Semester 3
Student 2927,STU2927,20,4,86,4,83,4.0,Yes,No,Yes,No,Engineering,Semester 4
Student 1122,STU1122,23,4,67,4,80,3.77,No,Yes,Yes,No,Business,Semester 3
Student 2911,STU2911,19,4,77,3,32,3.16,Yes,No,No,No,Software Engineering,Semester 3
Student 8147,STU8147,22,4,90,7,40,3.57,Yes,No,No,No,Engineering,Semester 4
Student 7384,STU7384,19,4,84,0,21,3.73,Yes,No,Yes,No,Computer Science,Semester 4
Student 3483,STU3483,20,4,76,5,42,2.9,Yes,No,No,Yes,Engineering,Semester 2
Student 796,STU0796,23,4,92,4,35,3.44,No,Yes,No,No,Engineering,Semester 1
Student 1576,STU1576,20,4,99,1,32,3.08,Yes,Yes,No,No,Computer Science,Semester 4
Student 6177,STU6177,20,4,96,5,23,3.09,Yes,No,No,Yes,Engineering,Semester 1
Student 6267,STU6267,21,4,57,1,21,3.37,No,No,Yes,Yes,Data Science,Semester 4
Student 2459,STU2459,22,4,63,4,84,3.8,Yes,No,No,No,Software Engineering,Semester 1
Student 3313,STU3313,25,4,69,7,45,3.25,Yes,Yes,Yes,No,Computer Science,Semester 1
Student 1254,STU1254,21,4,84,5,49,3.43,Yes,No,No,No,Computer Science,Semester 3
Student 6835,STU6835,21,4,80,3,57,3.42,No,No,No,No,Computer Science,Semester 2
Student 8795,STU8795,18,4,84,3,39,3.61,Yes,Yes,No,No,Data Science,Semester 2
Student 3838,STU3838,21,4,59,2,44,3.28,Yes,No,No,Yes,Software Engineering,Semester 4
Student 4399,STU4399,23,4,85,3,71,3.12,Yes,No,Yes,Yes,Software Engineering,Semester 2
Student 3596,STU3596,23,4,76,0,29,2.86,Yes,No,No,No,Computer Science,Semester 3
Student 6622,STU6622,21,4,95,0,60,3.31,Yes,No,Yes,No,Computer Science,Semester 1
Student 8383,STU8383,21,4,69,1,80,2.85,Yes,No,No,Yes,Data Science,Semester 1
Student 2125,STU2125,21,4,99,4,21,3.06,No,Yes,No,No,Engineering,Semester 3
Student 3239,STU3239,21,4,89,1,26,2.56,Yes,No,No,No,Business,Semester 4
Student 5404,STU5404,21,4,73,4,79,3.97,Yes,Yes,No,Yes,Data Science,Semester 2
Student 5999,STU5999,22,4,88,1,80,2.53,Yes,No,No,Yes,Software Engineering,Semester 1
Student 5939,STU5939,23,4,72,4,46,3.27,Yes,Yes,No,No,Engineering,Semester 4
Student 2046,STU2046,23,4,68,4,20,2.67,Yes,Yes,Yes,No,Software Engineering,Semester 3
Student 1579,STU1579,19,4,76,1,46,2.4,Yes,No,No,No,Business,Semester 3
Student 15,STU0015,17,4,78,7,79,3.24,Yes,No,No,Yes,Software Engineering,Semester 1
Student 2674,STU2674,19,4,67,2,72,3.7,Yes,Yes,No,Yes,Business,Semester 2
Student 7017,STU7017,20,4,62,0,55,2.68,Yes,Yes,No,No,Business,Semester 4
Student 8721,STU8721,20,4,96,3,43,3.29,Yes,No,Yes,No,Engineering,Semester 2
Student 8850,STU8850,22,4,56,6,54,3.83,Yes,No,No,Yes,Software Engineering,Semester 2
Student 4813,STU4813,22,4,96,6,52,4.0,Yes,No,No,Yes,Computer Science,Semester 1
Student 1085,STU1085,21,4,81,0,36,2.9,No,No,No,Yes,Engineering,Semester 2
Student 4984,STU4984,20,4,88,3,88,3.01,Yes,No,No,Yes,Computer Science,Semester 2
Student 7156,STU7156,17,4,83,4,54,3.08,Yes,Yes,No,No,Engineering,Semester 3
Student 2885,STU2885,17,4,80,5,66,3.36,Yes,Yes,No,No,Computer Science,Semester 2
Student 334,STU0334,19,4,77,1,78,2.95,Yes,No,No,No,Engineering,Semester 1
Student 7205,STU7205,17,4,90,6,80,3.32,No,Yes,Yes,Yes,Business,Semester 2
Student 4368,STU4368,21,4,63,1,41,3.0,Yes,No,No,Yes,Business,Semester 2
Student 3080,STU3080,20,4,75,3,46,2.69,No,No,No,No,Data Science,Semester 3
Student 7204,STU7204,19,4,96,1,91,3.23,Yes,No,No,Yes,Data Science,Semester 3
Student 9910,STU9910,24,4,90,1,34,2.77,Yes,No,Yes,Yes,Engineering,Semester 1
Student 8865,STU8865,22,4,57,7,55,2.58,Yes,No,No,No,Data Science,Semester 4
Student 264,STU0264,18,4,61,7,76,3.03,Yes,No,No,No,Engineering,Semester 2
Student 4338,STU4338,22,4,77,1,60,2.66,No,No,No,No,Engineering,Semester 4
Student 8896,STU8896,25,4,86,7,64,2.87,Yes,No,No,No,Engineering,Semester 2
Student 8448,STU8448,25,4,77,0,62,3.47,No,No,No,No,Computer Science,Semester 1
Student 5904,STU5904,23,4,70,1,31,2.76,Yes,Yes,Yes,Yes,Engineering,Semester 1
Student 1499,STU1499,23,4,59,2,87,2.49,Yes,Yes,Yes,No,Engineering,Semester 3
Student 4191,STU4191,21,4,67,7,86,3.29,Yes,No,No,No,Engineering,Semester 2
Student 7486,STU7486,19,4,64,3,23,3.52,Yes,Yes,No,No,Engineering,Semester 4
Student 9644,STU9644,21,4,56,0,84,2.83,Yes,No,No,Yes,Engineering,Semester 1
Student 8311,STU8311,19,4,70,0,24,3.64,Yes,No,Yes,Yes,Business,Semester 4
Student 7591,STU7591,19,4,55,6,21,3.29,Yes,Yes,No,No,Business,Semester 4
Student 501,STU0501,23,4,60,4,65,3.68,Yes,Yes,No,No,Data Science,Semester 4
Student 9156,STU9156,20,4,73,4,94,2.6,Yes,Yes,No,No,Software Engineering,Semester 4
Student 9415,STU9415,18,4,87,6,28,2.22,Yes,No,No,Yes,Software Engineering,Semester 2
Student 3096,STU3096,23,4,82,1,27,3.26,Yes,No,Yes,No,Data Science,Semester 3
Student 4632,STU4632,19,4,59,0,77,3.02,Yes,No,No,No,Engineering,Semester 2
Student 368,STU0368,21,4,66,5,82,3.13,No,No,No,No,Engineering,Semester 3
Student 4059,STU4059,23,4,84,6,80,3.22,No,No,No,No,Software Engineering,Semester 2
Student 8175,STU8175,20,4,71,0,34,3.72,Yes,No,Yes,No,Software Engineering,Semester 1
Student 4631,STU4631,17,4,73,7,92,2.73,Yes,No,No,Yes,Computer Science,Semester 4
Student 6071,STU6071,22,4,94,1,61,3.79,No,Yes,No,No,Data Science,Semester 2
Student 2665,STU2665,22,4,96,6,69,2.79,Yes,No,No,No,Software Engineering,Semester 1
Student 1027,STU1027,21,4,79,3,70,3.24,No,Yes,No,Yes,Data Science,Semester 1
Student 5909,STU5909,24,4,89,0,44,3.2,Yes,Yes,No,No,Engineering,Semester 4
Student 5051,STU5051,22,4,63,4,41,2.67,Yes,No,No,No,Software Engineering,Semester 3
Student 6329,STU6329,24,4,86,1,41,3.22,Yes,No,Yes,No,Engineering,Semester 2
Student 9734,STU9734,18,4,93,0,93,2.57,Yes,No,Yes,No,Data Science,Semester 1
Student 1692,STU1692,20,4,92,7,88,2.14,Yes,No,No,Yes,Software Engineering,Semester 4
Student 674,STU0674,20,4,69,5,88,3.45,Yes,Yes,Yes,Yes,Data Science,Semester 4
Student 5573,STU5573,20,4,99,5,85,3.48,Yes,No,Yes,Yes,Data Science,Semester 4
Student 5767,STU5767,22,4,91,4,83,2.37,Yes,No,Yes,No,Engineering,Semester 2
Student 5157,STU5157,21,4,80,2,41,2.89,Yes,Yes,No,No,Data Science,Semester 3
Student 734,STU0734,17,4,85,7,32,2.51,Yes,No,No,No,Computer Science,Semester 2
Student 3527,STU3527,20,4,84,0,46,3.29,No,No,No,No,Data Science,Semester 3
Student 569,STU0569,17,4,56,6,66,3.51,No,No,No,No,Business,Semester 2
Student 9188,STU9188,21,4,61,5,40,2.61,Yes,No,No,No,Data Science,Semester 4
Student 2923,STU2923,20,4,84,1,50,2.02,Yes,No,Yes,No,Engineering,Semester 3
Student 7912,STU7912,22,4,87,4,57,3.23,Yes,Yes,No,Yes,Business,Semester 3
Student 1559,STU1559,24,4,93,7,58,3.27,Yes,Yes,No,Yes,Business,Semester 2
Student 102,STU0102,20,4,92,0,55,2.61,Yes,No,Yes,Yes,Software Engineering,Semester 1
Student 3008,STU3008,17,4,74,4,84,2.78,Yes,No,No,No,Data Science,Semester 4
Student 7202,STU7202,21,4,73,1,30,2.65,Yes,No,Yes,Yes,Computer Science,Semester 4
Student 304,STU0304,22,4,63,7,88,3.01,Yes,No,Yes,Yes,Engineering,Semester 1
Student 77,STU0077,21,4,76,0,53,3.38,Yes,Yes,Yes,No,Data Science,Semester 4
Student 6755,STU6755,17,4,86,6,24,3.19,Yes,No,No,Yes,Data Science,Semester 4
Student 8630,STU8630,19,4,84,6,39,3.25,Yes,No,Yes,No,Computer Science,Semester 1
Student 1209,STU1209,17,4,60,7,82,2.43,Yes,Yes,Yes,Yes,Computer Science,Semester 1
Student 7743,STU7743,19,4,71,5,64,2.75,Yes,No,No,No,Engineering,Semester 2
Student 8215,STU8215,19,4,91,1,61,3.53,Yes,No,Yes,Yes,Data Science,Semester 2
Student 8945,STU8945,18,4,69,3,32,2.46,Yes,No,No,No,Computer Science,Semester 3
Student 8414,STU8414,21,4,61,0,28,2.63,Yes,No,No,No,Software Engineering,Semester 4
Student 1776,STU1776,18,4,68,0,24,3.29,Yes,Yes,No,No,Engineering,Semester 2
Student 3474,STU3474,18,4,74,6,57,2.18,Yes,Yes,No,Yes,Engineering,Semester 4
Student 484,STU0484,21,4,84,6,68,2.55,Yes,Yes,No,No,Data Science,Semester 3
Student 2190,STU2190,22,4,72,7,47,3.36,Yes,No,No,No,Data Science,Semester 1
Student 347,STU0347,17,4,76,5,62,2.31,Yes,No,No,Yes,Business,Semester 3
Student 5482,STU5482,22,4,79,7,89,2.66,Yes,Yes,Yes,Yes,Engineering,Semester 3
Student 8362,STU8362,21,4,78,4,60,3.27,Yes,No,No,Yes,Software Engineering,Semester 4
Student 1473,STU1473,20,4,85,0,63,2.5,No,No,No,No,Business,Semester 1
Student 5101,STU5101,23,4,72,3,48,3.39,Yes,No,Yes,No,Computer Science,Semester 1
Student 6766,STU6766,21,4,88,4,87,3.12,No,Yes,Yes,Yes,Data Science,Semester 3
Student 8707,STU8707,21,4,72,4,44,2.88,Yes,Yes,Yes,No,Business,Semester 2
Student 4930,STU4930,20,4,68,2,87,2.15,No,No,Yes,No,Business,Semester 4
Student 6330,STU6330,21,4,58,0,33,3.01,Yes,No,Yes,No,Business,Semester 1
Student 2610,STU2610,23,4,61,2,78,2.29,Yes,No,Yes,No,Data Science,Semester 4
Student 4,STU0004,24,4,61,5,81,2.23,Yes,No,No,Yes,Engineering,Semester 1
Student 2214,STU2214,20,4,55,3,36,3.18,No,No,No,No,Business,Semester 1
Student 4828,STU4828,22,4,94,0,38,3.12,Yes,No,Yes,No,Computer Science,Semester 4
Student 857,STU0857,19,4,78,2,48,2.1,Yes,No,No,No,Business,Semester 4
Student 6978,STU6978,23,4,86,2,85,2.88,Yes,No,No,Yes,Software Engineering,Semester 1
Student 5886,STU5886,24,4,64,7,64,3.21,Yes,Yes,No,No,Software Engineering,Semester 2
Student 625,STU0625,24,4,63,6,90,3.12,Yes,No,No,No,Data Science,Semester 1
Student 291,STU0291,20,4,93,4,47,3.09,Yes,No,No,Yes,Computer Science,Semester 3
Student 2019,STU2019,22,4,57,2,78,2.88,Yes,Yes,No,No,Computer Science,Semester 3
Student 669,STU0669,17,4,98,2,73,3.48,Yes,No,No,Yes,Computer Science,Semester 3
Student 8922,STU8922,21,4,89,5,27,3.08,Yes,Yes,No,Yes,Engineering,Semester 3
Student 8265,STU8265,17,4,59,0,29,3.51,Yes,No,No,No,Engineering,Semester 1
Student 9697,STU9697,21,4,61,7,40,3.02,Yes,No,No,Yes,Business,Semester 1
Student 1632,STU1632,19,4,66,6,54,2.49,Yes,No,No,No,Business,Semester 4
Student 5171,STU5171,21,4,77,6,23,3.08,Yes,Yes,No,Yes,Data Science,Semester 1
Student 7206,STU7206,21,4,79,0,72,2.4,Yes,No,No,No,Data Science,Semester 4
Student 2523,STU2523,21,4,71,4,44,3.19,Yes,No,Yes,No,Software Engineering,Semester 2
Student 2216,STU2216,21,4,68,6,39,3.86,Yes,No,No,No,Computer Science,Semester 2
Student 6969,STU6969,20,4,89,0,90,3.03,Yes,No,Yes,No,Software Engineering,Semester 3
